_c0,userId,gender,n_pages,submit_downgrade,thumbs_down,home,downgrade,roll_advert,cancellation,about,submit_registration,cancel,login,register,add_playlist,nextsong,thumbs_up,error,submit_upgrade,total_length,label
16352,1073695,1,1836,0,12,64,8,2,0,3,0,0,0,0,50,1486,141,2,1,368219,0
16353,1607260,1,1962,0,15,63,8,3,0,0,0,0,0,0,64,1594,153,4,0,397626,0
16354,1979268,0,421,0,4,17,3,3,0,0,0,0,0,0,9,325,34,0,1,82763,0
16355,1333772,1,342,0,1,14,0,0,1,2,0,1,0,0,15,268,25,0,0,65272,0
16356,1236438,1,1002,0,7,33,2,20,0,1,0,0,0,0,23,794,66,0,1,200360,0
16357,1340042,0,175,0,2,4,0,0,0,0,0,0,0,0,8,142,15,0,0,36535,0
16358,1973457,0,417,0,1,18,3,6,0,1,0,0,0,0,12,321,40,0,1,84083,0
16359,1974115,0,326,0,3,15,1,4,0,2,0,0,0,0,8,253,19,0,1,66155,0
16360,1468563,1,209,0,4,6,1,0,0,0,0,0,0,0,4,175,14,0,0,44072,0
16361,1987035,1,620,0,5,30,1,0,0,1,0,0,0,0,12,493,47,1,0,123644,0
16362,1372797,0,1385,0,15,48,4,21,0,1,0,0,0,0,45,1088,103,3,1,266275,0
16363,1274801,0,246,0,1,6,4,1,0,0,0,0,0,0,4,195,20,0,0,48496,0
16364,1505338,0,266,0,3,7,2,1,0,0,0,0,0,0,6,216,24,0,0,53103,0
16365,1099385,1,394,0,6,18,2,20,0,0,0,0,0,0,6,299,22,0,1,73173,0
16366,1353786,0,218,0,2,13,0,12,1,1,0,1,0,0,3,161,10,0,0,40198,0
16367,1884746,1,274,0,3,12,0,18,0,0,0,0,0,0,2,205,16,0,0,50037,0
16368,1131917,1,181,0,0,9,2,0,0,0,0,0,0,0,2,147,11,1,0,35951,0
16369,1319793,1,275,0,1,10,0,11,0,0,0,0,0,0,7,208,17,0,0,50891,0
16370,1348135,0,130,0,1,7,0,9,0,0,0,0,0,0,1,96,7,0,0,24384,0
16371,1832531,0,410,0,4,15,2,5,0,1,0,0,0,0,8,331,32,0,1,80891,0
16372,1468859,0,362,1,4,16,1,16,0,0,0,0,0,0,9,269,21,0,1,65275,1
16373,1159903,1,206,0,0,13,0,10,0,0,0,0,0,0,3,158,10,0,0,38192,0
16374,1971769,1,265,0,3,16,0,0,0,1,0,0,0,0,11,197,22,0,0,49728,0
16375,1138768,1,873,0,6,26,3,1,0,1,0,0,0,0,25,724,55,2,0,181483,0
16376,1332957,1,321,0,1,19,0,13,0,1,0,0,0,0,3,229,23,2,0,57901,0
16377,1478893,0,308,0,0,13,2,0,0,0,0,0,0,0,9,240,25,0,1,58585,0
16378,1629167,1,536,0,2,21,1,7,0,0,0,0,0,0,11,429,40,0,1,104244,0
16379,1953008,1,374,0,1,15,0,7,0,2,0,0,0,0,9,297,25,0,1,73223,0
16380,1926908,1,375,0,2,8,0,8,0,0,0,0,0,0,10,297,27,0,1,73256,0
16381,1694144,0,190,0,0,6,2,0,0,0,0,0,0,0,0,154,18,0,1,39472,0
16382,1618795,1,346,0,3,16,2,2,0,0,0,0,0,0,5,269,34,0,1,68124,0
16383,1582187,0,756,0,2,25,5,10,1,0,0,1,0,0,26,609,55,1,1,151407,0
16384,1697811,0,729,0,5,16,8,2,0,1,0,0,0,0,19,609,45,1,1,151279,0
16385,1089314,0,226,0,2,10,1,1,0,0,0,0,0,0,9,181,17,0,1,42191,0
16386,1772258,0,806,0,3,19,2,1,0,0,0,0,0,0,18,662,67,0,0,161143,0
16387,1597685,0,503,0,3,18,3,1,0,2,0,0,0,0,7,415,34,0,0,102509,0
16388,1725427,0,423,0,0,15,1,1,0,1,0,0,0,0,8,351,35,0,1,85184,0
16389,1679128,0,68,0,0,3,0,0,0,0,0,0,0,0,2,53,8,0,0,12114,0
16390,1890325,1,374,0,4,14,2,6,0,0,0,0,0,0,5,302,24,0,1,73620,0
16391,1860798,1,795,0,6,23,1,1,0,0,0,0,0,0,12,677,52,0,0,169137,0
16392,1724138,1,821,0,8,24,3,5,0,3,0,0,0,0,27,670,55,1,1,171818,0
16393,1039533,0,583,0,4,24,2,15,0,1,0,0,0,0,9,458,38,4,1,114849,0
16394,1159673,1,1300,0,11,44,6,16,0,4,0,0,0,0,36,1034,95,3,1,252749,0
16395,1665206,1,877,0,11,30,7,0,0,1,0,0,0,0,26,709,62,1,0,178244,0
16396,1240512,1,383,0,4,14,0,23,0,2,0,0,0,0,11,288,23,0,1,71187,0
16397,1804117,0,345,0,4,18,2,0,0,0,0,0,0,0,11,279,23,0,0,67585,0
16398,1810516,1,610,0,1,25,0,36,0,2,0,0,0,0,13,453,41,3,0,108782,0
16399,1198937,1,235,1,1,11,2,2,0,2,0,0,0,0,2,182,12,1,1,43511,1
16400,1009083,1,230,0,4,8,1,0,0,2,0,0,0,0,8,186,18,1,0,47175,0
16401,1784228,0,279,0,2,6,0,0,0,1,0,0,0,0,8,239,18,1,0,57807,0
16402,1961349,0,166,0,0,4,0,0,0,1,0,0,0,0,3,139,12,0,0,33891,0
16403,1193759,1,1034,0,6,33,5,4,0,4,0,0,0,0,29,838,68,0,1,203483,0
16404,1668279,0,1023,1,9,36,6,1,0,2,0,0,0,0,27,819,78,0,1,203863,1
16405,1644192,1,215,0,0,14,1,2,0,1,0,0,0,0,8,148,18,1,1,37231,0
16406,1571039,1,171,0,0,9,0,11,0,0,0,0,0,0,5,117,13,0,0,29363,0
16407,1857161,1,686,0,4,25,3,0,0,0,0,0,0,0,13,561,51,0,1,137810,0
16408,1364633,1,246,0,2,11,0,7,0,1,0,0,0,0,13,185,17,1,1,48918,0
16409,1309223,0,531,0,1,24,2,8,0,1,0,0,0,0,18,423,29,1,1,103506,0
16410,1934049,0,54,0,1,2,0,4,0,0,0,0,0,0,1,36,3,0,0,8702,0
16411,1928139,1,118,0,1,2,0,3,0,0,0,0,0,0,3,92,12,0,1,23597,0
16412,1921801,1,516,0,5,15,3,0,0,2,0,0,0,0,14,432,30,0,0,109466,0
16413,1375826,1,381,0,4,11,0,0,0,0,0,0,0,0,14,305,26,1,0,75304,0
16414,1377574,1,423,0,2,13,3,0,0,1,0,0,0,0,14,346,26,0,0,87703,0
16415,1684246,0,727,0,6,20,3,0,0,1,0,0,0,0,15,600,57,1,1,149011,0
16416,1409764,1,302,0,3,13,1,0,0,0,0,0,0,0,9,248,22,0,0,64210,0
16417,1105025,1,201,0,2,10,1,1,0,0,0,0,0,0,0,166,14,0,0,39920,0
16418,1067895,0,563,0,2,21,1,1,0,1,0,0,0,0,15,464,30,0,1,110156,0
16419,1027785,1,362,0,7,16,0,19,0,1,0,0,0,0,6,255,32,1,0,63229,0
16420,1030101,0,31,0,0,3,0,0,0,0,0,0,0,0,1,21,0,0,0,4845,0
16421,1804528,1,614,0,6,13,2,8,0,1,0,0,0,0,16,499,45,1,1,126350,0
16422,1736304,0,21,0,0,2,0,0,0,0,0,0,0,0,1,16,2,0,0,3810,0
16423,1205281,0,186,0,0,4,0,15,0,1,0,0,0,0,7,137,8,0,0,33064,0
16424,1343886,0,43,0,0,3,0,0,0,0,0,0,0,0,1,31,7,0,0,7469,0
16425,1772141,0,113,0,1,5,0,1,0,0,0,0,0,0,3,91,7,0,1,23445,0
16426,1644257,1,41,0,0,0,1,0,0,0,0,0,0,0,0,36,3,0,0,9544,0
16427,1598914,0,91,0,1,4,0,0,0,0,0,0,0,0,1,78,5,0,0,18805,0
16428,1433924,1,310,0,0,10,4,1,0,2,0,0,0,0,8,247,21,0,0,62795,0
16429,1912269,0,640,0,7,17,0,10,0,3,0,0,0,0,18,502,49,1,1,125903,0
16430,1663319,1,138,0,0,6,0,0,0,0,0,0,0,0,4,110,11,0,1,26576,0
16431,1329174,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202,0
16432,1138823,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,760,0
16433,1576168,0,12,0,0,0,0,1,0,0,0,0,0,0,1,9,1,0,0,2441,0
16434,1156901,1,261,0,1,12,2,11,0,2,0,0,0,0,12,191,17,1,1,48057,0
16435,1980479,1,20,0,0,1,0,0,0,0,0,0,0,0,1,16,2,0,0,4128,0
16436,1333746,0,56,0,1,5,1,0,0,0,0,0,0,0,0,40,2,0,1,9624,0
16437,1267517,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
16438,1757913,0,166,0,1,8,0,10,0,0,0,0,0,0,3,131,1,0,0,34691,0
16439,1037123,1,418,0,1,14,6,5,0,0,0,0,0,0,15,341,18,0,1,83466,0
16440,1511541,1,4448,2,33,157,36,42,0,10,0,0,0,0,110,3681,190,5,2,926223,1
16441,1567000,1,4516,3,37,160,26,67,0,8,0,0,0,0,113,3712,202,5,3,910263,1
16442,1626301,0,2790,0,21,92,23,3,1,4,0,1,0,0,64,2339,127,2,1,579261,0
16443,1281730,1,193,0,3,9,0,14,1,0,0,1,0,0,7,142,8,0,0,36512,0
16444,1602573,1,1655,0,15,66,7,43,0,3,0,0,0,0,32,1350,65,0,1,329163,0
16445,1441626,0,1415,0,9,50,8,46,0,3,0,0,0,0,33,1135,60,2,1,280002,0
16446,1168304,0,670,0,7,28,8,3,0,2,0,0,0,0,15,562,19,0,1,143296,0
16447,1075901,1,2167,1,20,79,20,4,0,2,0,0,0,0,58,1796,96,3,2,446100,1
16448,1540261,0,218,0,1,11,1,7,1,0,0,1,0,0,4,165,9,0,1,42226,0
16449,1198199,1,667,0,10,27,0,39,0,1,0,0,0,0,8,513,30,0,0,131610,0
16450,1509721,0,893,0,10,34,10,8,1,2,0,1,0,0,15,742,38,3,1,182225,0
16451,1806776,0,8710,2,68,351,70,59,0,19,0,0,0,0,206,7223,364,7,2,1800711,1
16452,1104678,0,3332,1,25,120,27,32,0,2,0,0,0,0,80,2772,133,5,2,685016,1
16453,1952458,0,5975,1,56,215,53,12,0,9,0,0,0,0,146,4997,233,8,2,1238134,1
16454,1782835,1,1483,1,18,69,8,40,0,5,0,0,0,0,33,1191,60,6,1,292130,1
16455,1043812,1,1105,0,5,38,11,4,0,4,0,0,0,0,35,922,53,0,1,226346,0
16456,1304376,0,12,0,0,2,0,0,0,0,0,0,0,0,1,9,0,0,0,1973,0
16457,1671027,1,2783,2,24,107,26,64,0,3,0,0,0,0,58,2274,108,3,2,569250,1
16458,1407408,1,2292,0,16,70,26,3,0,1,0,0,0,0,41,1944,101,0,1,486098,0
16459,1776597,0,6226,3,55,235,31,116,0,14,0,0,0,0,151,5090,239,13,4,1260952,1
16460,1824156,0,5297,3,45,188,36,51,0,10,0,0,0,0,127,4438,206,4,2,1083034,1
16461,1051603,1,2276,1,20,77,17,12,0,12,0,0,0,0,48,1915,82,1,1,479075,1
16462,1927583,0,346,0,5,15,4,18,1,0,0,1,0,0,9,262,13,1,1,66195,0
16463,1494675,0,5289,3,42,196,36,65,0,13,0,0,0,0,126,4377,232,4,3,1075703,1
16464,1833354,0,493,0,5,12,11,1,1,1,0,1,0,0,15,398,19,2,1,99951,0
16465,1310470,1,738,0,6,28,2,44,1,1,0,1,0,0,22,583,20,1,1,146077,0
16466,1137948,1,381,0,0,14,0,33,0,0,0,0,0,0,10,288,19,0,0,72906,0
16467,1514116,0,1662,0,15,65,10,17,0,2,0,0,0,0,48,1375,69,0,1,337727,0
16468,1193432,1,3212,0,27,141,22,39,0,7,0,0,0,0,76,2625,123,2,1,651548,0
16469,1936205,1,756,0,10,30,0,52,1,3,0,1,0,0,21,565,23,0,0,138300,0
16470,1307395,0,999,0,9,33,5,35,0,3,0,0,0,0,22,813,48,0,1,203435,0
16471,1712709,0,797,1,10,38,1,39,0,2,0,0,0,0,18,617,29,0,1,154174,1
16472,1334575,0,7033,0,55,243,59,41,0,12,0,0,0,0,169,5864,295,6,1,1445338,0
16473,1931644,1,961,0,8,40,4,22,0,3,0,0,0,0,32,768,40,1,1,188908,0
16474,1465194,1,3475,1,33,107,35,21,0,10,0,0,0,0,79,2924,143,6,2,730851,1
16475,1003939,0,2290,0,23,83,24,8,0,4,0,0,0,0,52,1905,98,4,1,477298,0
16476,1264854,0,3523,0,34,127,24,4,0,10,0,0,0,0,89,2918,159,1,0,736003,0
16477,1870210,1,636,0,7,14,9,0,1,0,0,1,0,0,16,547,25,0,0,139494,0
16478,1370624,1,4708,1,43,162,46,18,0,7,0,0,0,0,120,3919,195,5,2,977661,1
16479,1968708,1,3056,0,26,113,26,1,0,2,0,0,0,0,76,2564,125,0,0,637240,0
16480,1804288,1,7045,2,59,224,57,12,0,17,0,0,0,0,191,5971,270,9,3,1487821,1
16481,1296479,0,7090,2,77,251,69,56,0,15,0,0,0,0,166,5878,313,5,3,1459312,1
16482,1267740,0,6204,1,48,210,58,35,0,20,0,0,0,0,138,5159,261,6,2,1274348,1
16483,1379352,0,46,0,1,1,0,4,1,0,0,1,0,0,0,35,2,0,0,8008,0
16484,1418230,0,2329,1,16,75,16,60,0,5,0,0,0,0,46,1908,96,3,1,480554,1
16485,1077716,1,1380,0,9,45,18,0,1,2,0,1,0,0,31,1168,56,1,0,290430,0
16486,1546473,1,594,0,8,20,9,1,1,1,0,1,0,0,20,473,27,0,0,115283,0
16487,1548128,0,1170,0,8,54,0,59,1,2,0,1,0,0,19,917,53,1,1,225899,0
16488,1939253,0,804,1,4,34,9,11,1,0,0,1,0,0,18,656,27,0,1,171776,1
16489,1890983,0,533,0,5,24,0,34,0,1,0,0,0,0,11,417,23,0,0,107356,0
16490,1828894,0,5181,1,34,187,51,18,0,13,0,0,0,0,106,4331,221,6,2,1076635,1
16491,1912982,0,1288,0,9,51,13,19,0,2,0,0,0,0,40,1070,46,0,1,266964,0
16492,1589359,0,3915,0,37,108,29,7,0,4,0,0,0,0,99,3314,186,4,1,812531,0
16493,1594881,1,1991,0,24,53,23,1,0,2,0,0,0,0,34,1713,75,3,0,425234,0
16494,1700623,1,680,0,3,27,0,45,0,1,0,0,0,0,23,522,29,1,0,128053,0
16495,1987825,1,821,0,9,31,7,1,0,1,0,0,0,0,20,672,37,1,0,170233,0
16496,1778160,1,1538,1,19,55,17,14,1,5,0,1,0,0,43,1253,71,3,1,306575,1
16497,1671979,0,2673,0,19,90,8,36,0,2,0,0,0,0,74,2231,115,1,1,560856,0
16498,1725608,0,292,0,3,14,0,12,0,1,0,0,0,0,7,230,10,2,0,56711,0
16499,1565320,1,3205,0,17,118,29,22,1,4,0,1,0,0,74,2667,142,2,1,656858,0
16500,1419316,0,591,0,5,29,0,26,0,2,0,0,0,0,12,463,19,3,0,116793,0
16501,1187177,1,346,0,3,11,2,0,0,0,0,0,0,0,7,277,24,1,0,65929,0
16502,1352961,1,45,0,0,3,0,3,1,0,0,1,0,0,0,30,0,0,0,6713,0
16503,1872858,1,2566,0,25,88,29,3,0,7,0,0,0,0,67,2102,132,1,0,522637,0
16504,1504984,1,2879,1,29,119,21,38,1,9,0,1,0,0,59,2368,106,5,1,581109,1
16505,1577807,1,457,1,2,19,2,13,1,2,0,1,0,0,6,358,22,0,0,90335,1
16506,1768454,1,33,0,0,2,2,0,1,0,0,1,0,0,1,22,3,0,0,5663,0
16507,1327377,1,971,0,2,28,6,8,0,2,0,0,0,0,26,819,53,0,1,201458,0
16508,1661293,1,462,0,1,22,0,28,0,0,0,0,0,0,10,353,13,0,0,89356,0
16509,1893356,0,219,0,2,11,4,0,0,1,0,0,0,0,2,183,4,0,0,42732,0
16510,1399958,1,1834,1,13,67,18,34,0,5,0,0,0,0,40,1504,63,0,2,371523,1
16511,1653015,1,1816,1,11,71,7,22,0,6,0,0,0,0,46,1502,77,1,1,367268,1
16512,1872977,0,2079,0,28,69,17,1,0,1,0,0,0,0,47,1749,88,2,0,438909,0
16513,1721253,1,1801,0,14,74,14,13,0,1,0,0,0,0,41,1490,78,3,1,372427,0
16514,1633986,0,3944,0,33,119,20,20,0,6,0,0,0,0,113,3346,167,2,1,836728,0
16515,1240492,1,775,1,2,29,1,51,0,0,0,0,0,0,13,602,26,0,1,148069,1
16516,1560520,1,11202,4,98,372,82,110,0,27,0,0,0,0,252,9362,455,9,5,2320923,1
16517,1817007,0,4905,1,40,190,41,26,0,10,0,0,0,0,119,4040,195,7,2,995459,1
16518,1444744,0,1731,1,15,76,14,23,1,2,0,1,0,0,53,1406,63,1,0,342581,1
16519,1178733,1,1224,0,8,40,14,19,1,0,0,1,0,0,30,1001,50,2,1,247311,0
16520,1410656,0,1781,0,17,54,6,53,1,0,0,1,0,0,42,1451,75,1,1,363290,0
16521,1840896,0,581,1,9,32,5,32,0,0,0,0,0,0,10,449,18,0,0,110587,1
16522,1155727,1,3107,2,21,115,28,32,0,10,0,0,0,0,61,2598,137,2,3,644155,1
16523,1534744,1,3190,2,30,129,31,40,0,2,0,0,0,0,81,2593,129,5,3,651688,1
16524,1368957,1,15,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,2297,0
16525,1697168,0,2669,1,24,102,21,61,0,2,0,0,0,0,59,2166,108,4,1,530369,1
16526,1013032,1,2193,0,21,66,20,3,1,4,0,1,0,0,72,1837,95,4,1,458638,0
16527,1867168,1,1282,1,7,44,3,60,0,1,0,0,0,0,25,1048,52,1,1,263798,1
16528,1840199,0,926,0,11,17,12,1,1,0,0,1,0,0,24,798,43,2,0,193073,0
16529,1833046,0,1764,0,15,57,13,49,0,5,0,0,0,0,50,1444,55,0,1,360180,0
16530,1751074,1,1149,0,8,46,9,10,1,1,0,1,0,0,29,944,50,0,1,231121,0
16531,1605334,1,2379,0,12,73,15,21,0,6,0,0,0,0,66,1996,98,2,1,494811,0
16532,1761421,0,2783,2,22,104,18,29,0,8,0,0,0,0,65,2292,111,4,2,572760,1
16533,1829280,0,710,0,7,32,1,29,0,2,0,0,0,0,17,557,27,1,1,133615,0
16534,1179405,0,2898,2,24,116,15,103,0,4,0,0,0,0,53,2354,107,1,3,579968,1
16535,1490229,0,919,0,11,32,12,9,1,1,0,1,0,0,25,756,39,0,1,187855,0
16536,1060523,0,157,0,0,9,0,11,0,1,0,0,0,0,5,113,8,0,0,29417,0
16537,1579689,0,210,1,0,13,1,11,0,2,0,0,0,0,3,151,10,1,1,37427,1
16538,1603745,1,1389,0,11,45,15,6,0,2,0,0,0,0,29,1154,59,1,0,282111,0
16539,1966935,0,1648,0,9,65,12,11,0,4,0,0,0,0,38,1369,71,1,1,339384,0
16540,1496047,1,1907,0,15,90,16,13,1,5,0,1,0,0,58,1529,85,2,1,388804,0
16541,1558459,0,4631,1,41,177,41,49,0,5,0,0,0,0,115,3823,188,10,1,948641,1
16542,1418529,0,3565,0,29,120,39,14,1,9,0,1,0,0,77,2986,153,1,1,732944,0
16543,1217900,0,821,0,8,32,3,21,0,3,0,0,0,0,21,663,32,0,1,165911,0
16544,1659801,1,1577,0,10,53,12,7,1,2,0,1,0,0,41,1332,62,2,1,338071,0
16545,1797025,0,353,0,2,23,4,8,1,0,0,1,0,0,7,278,13,0,1,66688,0
16546,1138752,1,1409,0,11,65,7,50,1,4,0,1,0,0,28,1128,48,1,1,280960,0
16547,1012217,0,242,0,0,18,0,16,0,2,0,0,0,0,7,179,10,0,0,44038,0
16548,1899657,1,605,0,4,23,3,22,1,0,0,1,0,0,11,469,29,2,1,118406,0
16549,1472046,1,5447,4,50,211,36,176,0,16,0,0,0,0,129,4367,195,7,3,1082521,1
16550,1487016,0,2389,2,26,104,21,45,0,3,0,0,0,0,60,1918,96,2,1,481254,1
16551,1455788,0,4573,0,39,146,32,5,0,7,0,0,0,0,101,3862,192,3,0,967144,0
16552,1164484,1,2845,0,25,95,26,24,1,3,0,1,0,0,59,2358,124,5,1,586283,0
16553,1011219,1,372,0,3,16,0,16,0,0,0,0,0,0,7,298,12,0,0,73520,0
16554,1603419,0,607,0,5,26,0,38,1,0,0,1,0,0,9,478,23,0,1,116491,0
16555,1361163,1,977,0,7,39,3,2,0,2,0,0,0,0,27,808,39,3,1,200496,0
16556,1401606,1,701,0,3,32,0,32,0,3,0,0,0,0,21,536,29,0,1,132475,0
16557,1174747,1,225,0,5,10,0,13,0,1,0,0,0,0,3,171,10,0,0,43136,0
16558,1923300,1,7110,3,68,226,60,63,0,16,0,0,0,0,165,5921,296,10,3,1461985,1
16559,1737594,0,729,0,12,23,5,1,1,1,0,1,0,0,18,608,31,1,0,144979,0
16560,1457866,1,945,0,3,26,8,3,0,2,0,0,0,0,18,808,50,1,1,199334,0
16561,1707804,0,1834,0,19,74,2,96,0,6,0,0,0,0,29,1453,57,0,1,362202,0
16562,1162353,0,3195,0,28,99,23,2,0,3,0,0,0,0,73,2720,134,1,1,677776,0
16563,1007906,0,35,0,1,1,1,0,1,0,0,1,0,0,0,29,1,0,0,6838,0
16564,1934798,1,973,0,3,45,7,3,0,1,0,0,0,0,24,816,31,0,1,208627,0
16565,1001185,1,53,0,2,5,0,6,0,0,0,0,0,0,1,36,1,0,0,8579,0
16566,1577854,1,1686,1,19,71,8,55,1,1,0,1,0,0,36,1324,71,0,2,326826,1
16567,1473556,0,2868,0,32,104,19,20,1,7,0,1,0,0,66,2366,143,0,1,583885,0
16568,1101980,1,672,0,10,37,5,20,1,2,0,1,0,0,13,527,18,1,1,133444,0
16569,1276501,0,477,1,6,19,1,23,0,0,0,0,0,0,11,370,21,1,1,93201,1
16570,1357548,1,361,0,5,16,0,21,0,0,0,0,0,0,8,276,20,0,0,66332,0
16571,1041334,0,440,0,4,29,0,25,0,0,0,0,0,0,9,323,13,0,0,80647,0
16572,1919555,0,340,0,2,9,3,1,1,3,0,1,0,0,3,291,19,0,0,71637,0
16573,1216745,1,1855,0,11,65,34,1,1,3,0,1,0,0,46,1533,84,1,0,376503,0
16574,1034141,0,2855,1,31,129,22,48,0,1,0,0,0,0,62,2311,112,1,2,573395,1
16575,1181693,1,1025,0,14,40,13,19,0,1,0,0,0,0,25,835,24,1,1,213548,0
16576,1256244,1,2487,0,32,97,14,38,0,5,0,0,0,0,49,2019,104,1,1,502318,0
16577,1371187,1,3867,0,39,137,37,3,0,9,0,0,0,0,95,3233,156,2,0,795208,0
16578,1535613,0,120,0,1,3,0,13,1,0,0,1,0,0,4,86,5,1,0,21061,0
16579,1175495,0,1832,0,17,61,17,32,1,6,0,1,0,0,36,1501,74,2,1,369557,0
16580,1727535,0,5124,1,39,187,51,17,0,7,0,0,0,0,111,4299,209,6,2,1069367,1
16581,1048109,0,4540,0,35,178,44,17,1,8,0,1,0,0,101,3793,185,3,1,942796,0
16582,1535803,1,2306,0,13,74,23,3,0,2,0,0,0,0,54,1943,99,2,0,484601,0
16583,1149424,0,2755,1,24,97,25,36,0,5,0,0,0,0,58,2284,107,3,2,560755,1
16584,1528487,1,4355,0,41,162,51,2,1,14,0,1,0,0,93,3637,181,4,0,900672,0
16585,1683686,1,468,0,2,21,6,17,1,0,0,1,0,0,7,369,15,1,1,91862,0
16586,1504480,0,8273,3,77,285,74,38,1,10,0,1,0,0,191,6920,338,6,4,1733400,1
16587,1665429,1,822,0,5,21,8,0,0,1,0,0,0,0,25,697,32,3,0,170379,0
16588,1119052,0,3822,2,28,149,22,95,0,5,0,0,0,0,84,3113,167,3,2,771266,1
16589,1671561,1,4032,1,45,146,39,8,0,5,0,0,0,0,95,3382,156,2,1,837359,1
16590,1426289,1,4410,0,37,184,43,42,1,9,0,1,0,0,98,3611,169,6,1,897558,0
16591,1233524,0,3191,1,30,110,28,30,1,11,0,1,0,0,79,2655,127,3,2,656046,1
16592,1505851,0,4565,1,32,161,46,55,0,12,0,0,0,0,114,3772,194,7,2,929897,1
16593,1203603,1,572,0,5,22,3,6,0,2,0,0,0,0,14,471,22,2,1,113404,0
16594,1385380,0,1456,0,10,58,9,40,1,1,0,1,0,0,23,1202,47,0,1,302745,0
16595,1744780,0,548,0,10,17,3,22,0,1,0,0,0,0,11,437,25,0,1,108097,0
16596,1155133,1,525,1,3,22,7,9,0,1,0,0,0,0,10,425,21,1,0,104673,1
16597,1157983,1,2040,0,19,65,21,7,1,7,0,1,0,0,40,1712,76,0,1,422687,0
16598,1892796,0,3658,1,34,151,26,64,0,4,0,0,0,0,88,2968,157,3,1,732369,1
16599,1922939,1,398,0,5,18,0,24,0,0,0,0,0,0,11,298,24,1,0,73890,0
16600,1968354,0,3298,0,28,112,29,27,0,9,0,0,0,0,87,2724,142,4,1,681115,0
16601,1682927,1,876,0,7,25,7,3,1,2,0,1,0,0,20,739,36,1,1,185311,0
16602,1115609,0,1795,0,19,66,13,18,0,2,0,0,0,0,40,1482,86,2,1,368592,0
16603,1823354,0,647,0,4,16,6,1,1,1,0,1,0,0,19,537,34,2,1,134201,0
16604,1553820,1,1443,0,10,59,2,52,0,3,0,0,0,0,40,1150,52,1,1,289525,0
16605,1863563,1,3019,0,29,95,32,2,1,8,0,1,0,0,72,2528,148,2,1,628124,0
16606,1986492,1,263,0,2,12,0,18,0,0,0,0,0,0,2,209,5,0,0,48052,0
16607,1364640,0,246,0,1,13,0,16,0,0,0,0,0,0,6,194,5,0,0,45739,0
16608,1871074,0,2193,2,22,83,35,9,1,4,0,1,0,0,50,1794,99,1,2,451798,1
16609,1072849,1,94,0,0,6,0,3,0,0,0,0,0,0,1,72,5,1,0,18577,0
16610,1698256,0,2716,2,25,110,25,54,0,8,0,0,0,0,57,2221,94,4,2,554606,1
16611,1456622,0,2470,0,24,95,31,30,0,3,0,0,0,0,50,2052,84,3,1,510532,0
16612,1281278,1,1088,1,9,41,3,18,0,1,0,0,0,0,21,918,43,2,1,231665,1
16613,1395776,0,1272,0,7,46,13,2,1,1,0,1,0,0,28,1073,49,2,0,268605,0
16614,1205100,0,209,0,1,13,0,13,0,0,0,0,0,0,6,158,6,0,0,40905,0
16615,1019750,1,1391,0,7,66,0,99,0,5,0,0,0,0,24,1050,51,1,0,256873,0
16616,1554108,0,8574,4,78,301,50,131,0,16,0,0,0,0,210,7117,342,3,5,1761340,1
16617,1217659,1,2321,1,19,90,7,112,1,3,0,1,0,0,44,1816,96,1,2,455550,1
16618,1819334,0,401,0,2,27,0,20,0,0,0,0,0,0,7,303,18,1,0,74193,0
16619,1874261,1,1099,0,14,46,8,21,1,2,0,1,0,0,20,888,46,2,1,221167,0
16620,1186441,0,1005,0,6,40,4,13,0,1,0,0,0,0,27,832,45,3,1,207789,0
16621,1042376,1,9287,1,64,316,71,95,0,20,0,0,0,0,230,7712,420,11,2,1911663,1
16622,1618548,0,1441,0,9,44,11,2,0,4,0,0,0,0,36,1230,53,2,1,304089,0
16623,1597797,0,566,0,3,26,5,12,1,2,0,1,0,0,18,452,17,0,1,113944,0
16624,1369156,1,1743,0,20,52,14,0,0,3,0,0,0,0,39,1478,62,0,0,366219,0
16625,1229661,1,2418,0,15,81,15,54,0,5,0,0,0,0,53,1984,101,4,1,489595,0
16626,1658726,0,739,1,5,41,6,14,0,3,0,0,0,0,20,579,38,1,2,142928,1
16627,1130782,1,374,0,6,19,2,4,0,1,0,0,0,0,12,290,17,0,1,72968,0
16628,1881216,0,2466,2,27,89,24,36,1,4,0,1,0,0,52,2018,107,1,2,506854,1
16629,1119013,0,1100,0,7,45,3,46,1,0,0,1,0,0,25,880,40,0,1,221615,0
16630,1558463,0,3188,1,29,131,16,83,0,7,0,0,0,0,86,2575,113,1,1,646716,1
16631,1435418,1,2821,2,17,105,26,30,0,6,0,0,0,0,56,2311,118,3,2,574074,1
16632,1855442,1,4266,0,44,142,48,4,1,6,0,1,0,0,106,3574,168,3,0,890205,0
16633,1059620,1,4995,3,37,175,32,67,0,10,0,0,0,0,113,4138,199,6,4,1026570,1
16634,1786639,0,3273,1,24,142,24,86,1,3,0,1,0,0,64,2653,115,2,2,658130,1
16635,1048007,1,1061,1,7,41,7,10,0,0,0,0,0,0,20,875,39,0,2,214215,1
